FEN:ID,Function Code,Comment before Propatation,Comment after Propagation,label1,label2,label
"0x2c02bea9d5fac66fc06519c5b823aa5dd8b26ace/EncryptedToken.sol:TokenERC20:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public {
        _transfer(msg.sender, _to, _value);
    }
",no comment,"
    /**
     * Transfer tokens
     *
     * Send `_value` tokens to `_to` from your account
     *
     * @param _to The address of the recipient
     * @param _value the amount to send
     */
",5,5,1.0
"0x5d4d7def2508da52a8da65264e568005aa52988d/BlockContract.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256) { 
    uint256 c = a + b; assert(c >= a);
    return c;
  }
",no comment,"
  /**
  * @dev Adds two numbers, throws on overflow.
  */
",5,5,1.0
0x3a09769f27a6e4b01bc58b1273bcaa8159033ec5/SwapToken.sol:owned:owned(),"    function owned() {
        owner = msg.sender;
    }
",no comment,"
    //constructor
",5,5,1.0
0x7e1892fee14fe293ad71f5afd2132dbffabee0ab/blablabla.sol:ERC223:symbol(),"  function symbol() public view returns (string _symbol);
",no comment,"  // Function to access symbol of token .
",3,3,1.0
"0x7bf0e89efde791ad80e3d23c0403b7d68272e63b/ICOToken.sol:HookableToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public returns (bool) {
        consumerAddress.onTransfer(msg.sender, _to, _value);
        return super.transfer(_to, _value);
    }
",no comment,"
    // Implementation of the standard transfer method that takes into account the finalize flag.
",4,4,1.0
"0x5B6754eB22015E781D2f70b5D477d84AAbE8F5c9/GanaLocker.sol:ReleasableToken:approve(address,uint256)","  function approve(address _spender, uint256 _value) public afterReleased returns (bool) {
    return super.approve(_spender, _value);
  }
",no comment,"
  /**
   * @dev Approve the passed address to spend the specified amount of tokens on behalf of msg.sender.
   *
   * Beware that changing an allowance with this method brings the risk that someone may use both the old
   * and the new allowance by unfortunate transaction ordering. One possible solution to mitigate this
   * race condition is to first reduce the spender's allowance to 0 and set the desired value afterwards:
   * https://github.com/ethereum/EIPs/issues/20#issuecomment-263524729
   * @param _spender The address which will spend the funds.
   * @param _value The amount of tokens to be spent.
   */
",5,5,1.0
"0x8b6c0dbc499eaf97f54b54fe0019a4c676db534a/BYT.sol:BYT:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public returns (bool success) {
        require(balances[msg.sender] >= _value);
        balances[msg.sender] -= _value;
        balances[_to] += _value;
        emit Transfer(msg.sender, _to, _value); //solhint-disable-line indent, no-unused-vars
        return true;
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `msg.sender`
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",5,5,1.0
"0x5f2eb336c18ba7a6c9349bf68af677a6e1808ab8/EcoShareToken.sol:StandardToken:transferFrom(address,address,uint256)","  function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));
    require(_value <= balances[_from]);
    require(_value <= allowed[_from][msg.sender]);

    balances[_from] = balances[_from].sub(_value);
    balances[_to] = balances[_to].add(_value);
    allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
    emit Transfer(_from, _to, _value);
    return true;
  }
",no comment,"

  /**
   * @dev Transfer tokens from one address to another
   * @param _from address The address which you want to send tokens from
   * @param _to address The address which you want to transfer to
   * @param _value uint256 the amount of tokens to be transferred
   */
",4,4,1.0
"0x2f01bb428df76711c7ed17f51b06bd0a9dc709e6/KimToken.sol:ERC20:approve(address,uint256)","  function approve(address spender, uint256 value) public returns (bool);
",no comment,"
  /**
   * @dev Approve the passed address to spend the specified amount of tokens on behalf of msg.sender.
   *
   * Beware that changing an allowance with this method brings the risk that someone may use both the old
   * and the new allowance by unfortunate transaction ordering. One possible solution to mitigate this
   * race condition is to first reduce the spender's allowance to 0 and set the desired value afterwards:
   * https://github.com/ethereum/EIPs/issues/20#issuecomment-263524729
   * @param _spender The address which will spend the funds.
   * @param _value The amount of tokens to be spent.
   */
",5,5,1.0
"0x1D2Db3554d4Ec03AAd72D2040f71d658475e6CB5/TMToken.sol:MintableToken:mint(address,uint256)","  function mint(address _to, uint256 _amount) onlyOwner canMint public returns (bool) {
    totalSupply_ = totalSupply_.add(_amount);
    balances[_to] = balances[_to].add(_amount);
    emit Mint(_to, _amount);
    emit Transfer(address(0), _to, _amount);
    return true;
  }
",no comment,"
  /**
   * @dev Function to mint tokens
   * @param _to The address that will receive the minted tokens.
   * @param _amount The amount of tokens to mint.
   * @return A boolean that indicates if the operation was successful.
   */
",5,5,1.0
"0x2b466fb3a2ad87148f90a516d1b3ec8c2f910c57/Orectic.sol:ERC20Interface:transfer(address,uint256)","    function transfer(address to, uint tokens) public returns (bool success);
",no comment,"
    // ------------------------------------------------------------------------
    // Transfer the balance from token owner's account to to account
    // - Owner's account must have sufficient balance to transfer
    // ------------------------------------------------------------------------
",5,5,1.0
0x6dceb0027a9e92ddfccc09a00d0779d3c1e2a8b7/NetkillerAdvancedToken.sol:NetkillerAdvancedToken:balanceOf(address),"    function balanceOf(address _address) view public returns (uint256 balance) {
        return balances[_address];
    }
",no comment,"
    /* Returns the balance of a particular account */
",4,4,1.0
"0x03dcbedc7f08f9fe276948d7b06a180834e80ece/LTCD.sol:LTCD:transferFrom(address,address,uint256)","    function transferFrom(
        address _from,
        address _to,
        uint256 _amount
    ) public notPaused returns (bool success) {
        if (balances[_from] >= _amount
            && allowed[_from][msg.sender] >= _amount
            && _amount > 0
            && balances[_to] + _amount > balances[_to]) {
            balances[_from] -= _amount;
            allowed[_from][msg.sender] -= _amount;
            balances[_to] += _amount;
            Transfer(_from, _to, _amount);
            return true;
        } else {
            return false;
        }
    }
",no comment,"  
     // Send _value amount of tokens from address _from to address _to
     // The transferFrom method is used for a withdraw workflow, allowing contracts to send
     // tokens on your behalf, for example to ""deposit"" to a contract address and/or to charge
     // fees in sub-currencies; the command should fail unless the _from account has
     // deliberately authorized the sender of the message via some mechanism; we propose
     // these standardized APIs for approval:
     
",5,5,1.0
"0x3dc865e42ec1c39093ff531fcfc1b4d502f52b4f/DeepToken.sol:ERC20:allowance(address,address)","  function allowance(address owner, address spender) public constant returns (uint256);
",no comment,"
  /**
   * @dev Function to check the amount of tokens that an owner allowed to a spender.
   * @param _owner address The address which owns the funds.
   * @param _spender address The address which will spend the funds.
   * @return A uint256 specifying the amount of tokens still available for the spender.
   */
",5,5,1.0
"0x7b8cf0e0de46a6b5272dced7f1ffb8ea24a82421/NvcFundCoin.sol:ERC20:transferFrom(address,address,uint256)","    function transferFrom(address from, address to, uint256 value) public returns (bool);
",no comment,"
    /**
    * @dev Transfer tokens from one address to another
    * @param _from address The address which you want to send tokens from
    * @param _to address The address which you want to transfer to
    * @param _value uint256 the amount of tokens to be transferred
    */
",5,5,1.0
"0x0f71fda4987069d5cc1d0e6c234fd01675947b5e/LIDToken.sol:Token:transferFrom(address,address,uint256)","  function transferFrom(address _from, address _to, uint256 _value) returns (bool success);
",no comment,"
  /**
   * Transfer given number of tokens from given owner to given recipient.
   *
   * @param _from address to transfer tokens from the owner of
   * @param _to address to transfer tokens to the owner of
   * @param _value number of tokens to transfer from given owner to given
   *        recipient
   * @return true if tokens were transferred successfully, false otherwise
   * accounts [_to] + _value > accounts [_to] for overflow check
   * which is already in safeMath
   */
",5,5,1.0
"0x5ab793e36070f0fac928ea15826b0c1bc5365119/YUKI.sol:ERC223:approve(address,uint256)","    function approve(address _spender, uint256 _value) public returns (bool success);
",no comment,"
    /**
     * @dev Allows _spender to spend no more than _value tokens in your behalf
     *      Added due to backwards compatibility with ERC20
     * @param _spender The address authorized to spend
     * @param _value the max amount they can spend
     */
",5,5,1.0
"0x04f2e7221fdb1b52a68169b25793e51478ff0329/Cappasity.sol:SafeMath:mul(uint256,uint256)","   function mul(uint a, uint b) internal pure returns (uint) {
     if (a == 0) {
        return 0;
      }

      uint c = a * b;
      assert(c / a == b);
      return c;
   }
",no comment,"
    // a multiplied by b
",4,4,1.0
"0x0e2c0d2d9bb05a51a5deff1ad2dd3ddf8656bbf6/InitialPointUnit.sol:InitialPointUnit:allowance(address,address)","    function allowance(address tokenOwner, address spender) public constant returns (uint remaining) {
        return allowed[tokenOwner][spender];
    }
",no comment,"

    // ------------------------------------------------------------------------
    // Returns the amount of tokens approved by the owner that can be
    // transferred to the spender's account
    // ------------------------------------------------------------------------
",4,4,1.0
0x0d9b54834162aeeb248983d772a647fb38ba9f2a/DONC.sol:Owned:onlyOwner(),"    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
",no comment,"  /**
   * @dev Throws if called by any account other than the owner.
   */
",5,5,1.0
"0x5d4df6dd12fc56a31e2550efd6414e47a676ecef/MiningRigRentalsToken.sol:TokenERC20:approveAndCall(address,uint256,bytes)","    function approveAndCall(address _spender, uint256 _value, bytes _extraData) public returns (bool success) {
        tokenRecipient spender = tokenRecipient(_spender);
        if (approve(_spender, _value)) {
            spender.receiveApproval(msg.sender, _value, this, _extraData);
            return true;
        }
    }
",no comment,"
    /**
     * Set allowance for other address and notify
     *
     * Allows `_spender` to spend no more than `_value` tokens in your behalf, and then ping the contract about it
     *
     * @param _spender The address authorized to spend
     * @param _value the max amount they can spend
     * @param _extraData some extra information to send to the approved contract
     */
",5,5,1.0
"0x6f397263ef9891864fdf9f5cc63b736adc00e652/RCR.sol:SafeMath:safeMul(uint256,uint256)","  function safeMul(uint256 a, uint256 b) internal returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",no comment,"
    /**
        @dev returns the product of multiplying _x by _y, asserts if the calculation overflows

        @param _x   factor 1
        @param _y   factor 2

        @return product
    */
",5,5,1.0
"0x6eaeb67b455157a879227aaa73a8e4e27cb32e15/CellToken.sol:PausableToken:transfer(address,uint256)","  function transfer(address _to, uint256 _value) public whenNotPaused returns (bool) {
    return super.transfer(_to, _value);
  }
",no comment,"
  /**
  * @dev transfer token for a specified address
  * @param _to The address to transfer to.
  * @param _value The amount to be transferred.
  */
",5,5,1.0
"0x8ae546782bd5c25715afaffb028ce9ee2cbe7bec/NSCDistributionContract.sol:SafeMath:add(uint256,uint256)","    function add(uint a, uint b) internal pure returns (uint c) {
        c = a + b;
        require(c >= a);
    }
",no comment,"{
    // a add to b
",5,5,1.0
